filename,width,height,class,xmin,ymin,xmax,ymax
CTR_292.jpg,640,480,peach,46,215,86,258
CTR_292.jpg,640,480,peach,70,184,107,221
CTR_292.jpg,640,480,peach,140,43,187,100
CTR_292.jpg,640,480,peach,141,83,184,127
CTR_292.jpg,640,480,peach,106,83,156,132
CTR_292.jpg,640,480,peach,469,125,518,177
CTR_292.jpg,640,480,peach,429,151,470,191
CTR_292.jpg,640,480,peach,450,228,487,260
CTR_292.jpg,640,480,peach,420,228,458,261
CTR_292.jpg,640,480,peach,453,256,487,290
CTR_292.jpg,640,480,peach,448,300,484,341
CTR_292.jpg,640,480,peach,438,287,467,318
CTR_292.jpg,640,480,peach,529,455,586,480
CTR_229.jpg,640,480,peach,230,1,263,33
CTR_229.jpg,640,480,peach,259,4,298,42
CTR_229.jpg,640,480,peach,318,25,350,59
CTR_229.jpg,640,480,peach,426,19,464,54
CTR_229.jpg,640,480,peach,459,31,494,64
CTR_229.jpg,640,480,peach,435,51,476,86
CTR_229.jpg,640,480,peach,468,107,506,140
CTR_229.jpg,640,480,peach,467,93,502,119
CTR_229.jpg,640,480,peach,544,187,575,223
CTR_229.jpg,640,480,peach,552,209,580,237
CTR_229.jpg,640,480,peach,450,210,490,252
CTR_229.jpg,640,480,peach,344,219,381,254
CTR_229.jpg,640,480,peach,328,272,366,309
CTR_229.jpg,640,480,peach,480,271,515,306
CTR_229.jpg,640,480,peach,434,277,471,309
CTR_229.jpg,640,480,peach,428,302,468,338
CTR_229.jpg,640,480,peach,426,331,463,365
CTR_229.jpg,640,480,peach,418,364,455,404
CTR_229.jpg,640,480,peach,425,422,451,457
CTR_229.jpg,640,480,peach,407,292,438,323
CTR_229.jpg,640,480,peach,464,336,495,368
CTR_229.jpg,640,480,peach,477,310,506,342
CTR_229.jpg,640,480,peach,504,302,534,342
CTR_229.jpg,640,480,peach,491,372,519,407
CTR_229.jpg,640,480,peach,531,293,563,325
CTR_229.jpg,640,480,peach,243,273,276,316
CTR_229.jpg,640,480,peach,1,172,30,195
CTR_229.jpg,640,480,peach,18,181,42,202
CTR_229.jpg,640,480,peach,13,196,41,217
CTR_229.jpg,640,480,peach,1,204,19,227
CTR_229.jpg,640,480,peach,1,283,25,307
CTR_229.jpg,640,480,peach,12,298,32,319
CTR_229.jpg,640,480,peach,129,290,152,310
CTR_229.jpg,640,480,peach,131,305,151,325
CTR_229.jpg,640,480,peach,187,211,211,233
CTR_229.jpg,640,480,peach,288,1,326,20
CTR_164.jpg,640,481,peach,480,313,504,336
CTR_164.jpg,640,481,peach,459,304,485,329
CTR_164.jpg,640,481,peach,377,294,403,319
CTR_164.jpg,640,481,peach,389,234,418,261
CTR_164.jpg,640,481,peach,385,214,414,241
CTR_164.jpg,640,481,peach,386,158,415,183
CTR_164.jpg,640,481,peach,283,229,308,252
CTR_164.jpg,640,481,peach,295,275,318,300
CTR_164.jpg,640,481,peach,285,292,311,315
CTR_164.jpg,640,481,peach,438,314,461,339
CTR_164.jpg,640,481,peach,216,316,243,341
CTR_164.jpg,640,481,peach,290,392,316,416
CTR_164.jpg,640,481,peach,287,407,311,431
CTR_164.jpg,640,481,peach,183,372,209,394
CTR_164.jpg,640,481,peach,189,383,215,409
CTR_164.jpg,640,481,peach,196,369,221,390
CTR_164.jpg,640,481,peach,226,397,255,424
CTR_164.jpg,640,481,peach,237,345,260,369
CTR_164.jpg,640,481,peach,255,180,279,204
CTR_164.jpg,640,481,peach,391,253,413,274
CTR_164.jpg,640,481,peach,240,387,263,408
CTR_164.jpg,640,481,peach,271,289,288,309
CTR_164.jpg,640,481,peach,359,307,376,327
CTR_290.jpg,640,480,peach,1,449,35,479
CTR_290.jpg,640,480,peach,58,395,87,428
CTR_290.jpg,640,480,peach,80,413,111,442
CTR_290.jpg,640,480,peach,74,388,103,413
CTR_290.jpg,640,480,peach,98,396,131,425
CTR_290.jpg,640,480,peach,96,375,126,403
CTR_290.jpg,640,480,peach,80,349,113,381
CTR_290.jpg,640,480,peach,103,355,133,384
CTR_290.jpg,640,480,peach,74,320,109,356
CTR_290.jpg,640,480,peach,103,325,137,357
CTR_290.jpg,640,480,peach,158,338,188,373
CTR_290.jpg,640,480,peach,172,355,212,391
CTR_290.jpg,640,480,peach,83,128,127,169
CTR_290.jpg,640,480,peach,135,159,167,198
CTR_290.jpg,640,480,peach,149,182,183,216
CTR_290.jpg,640,480,peach,123,192,165,232
CTR_290.jpg,640,480,peach,155,207,193,243
CTR_290.jpg,640,480,peach,205,225,235,257
CTR_290.jpg,640,480,peach,229,231,255,259
CTR_290.jpg,640,480,peach,197,274,228,306
CTR_290.jpg,640,480,peach,240,306,274,338
CTR_290.jpg,640,480,peach,249,1,301,48
CTR_290.jpg,640,480,peach,300,24,348,81
CTR_290.jpg,640,480,peach,297,90,345,139
CTR_290.jpg,640,480,peach,246,126,277,165
CTR_290.jpg,640,480,peach,248,152,286,182
CTR_290.jpg,640,480,peach,463,287,494,320
CTR_290.jpg,640,480,peach,304,448,335,478
CTR_290.jpg,640,480,peach,485,337,516,371
CTR_290.jpg,640,480,peach,516,303,549,342
CTR_290.jpg,640,480,peach,529,341,568,381
CTR_290.jpg,640,480,peach,9,1,63,28
CTR_290.jpg,640,480,peach,1,230,22,257
CTR_130.jpg,640,480,peach,63,44,102,81
CTR_130.jpg,640,480,peach,39,58,71,91
CTR_130.jpg,640,480,peach,89,67,128,106
CTR_130.jpg,640,480,peach,92,42,124,72
CTR_130.jpg,640,480,peach,151,48,185,81
CTR_130.jpg,640,480,peach,8,224,38,249
CTR_130.jpg,640,480,peach,325,65,364,102
CTR_130.jpg,640,480,peach,337,95,374,134
CTR_130.jpg,640,480,peach,363,108,397,144
CTR_130.jpg,640,480,peach,363,200,391,228
CTR_130.jpg,640,480,peach,271,319,302,348
CTR_130.jpg,640,480,peach,187,87,212,117
CTR_130.jpg,640,480,peach,100,371,124,394
CTR_130.jpg,640,480,peach,116,383,141,406
CTR_130.jpg,640,480,peach,103,393,124,415
CTR_130.jpg,640,480,peach,188,439,222,470
CTR_130.jpg,640,480,peach,304,403,335,432
CTR_130.jpg,640,480,peach,342,448,371,476
CTR_130.jpg,640,480,peach,609,268,635,299
CTR_130.jpg,640,480,peach,612,295,639,325
CTR_130.jpg,640,480,peach,610,311,631,336
CTR_130.jpg,640,480,peach,284,129,317,157
CTR_130.jpg,640,480,peach,1,239,18,272
CTR_251.jpg,480,640,peach,435,431,478,471
CTR_251.jpg,480,640,peach,458,221,485,258
CTR_251.jpg,480,640,peach,310,185,330,207
CTR_251.jpg,480,640,peach,276,377,299,402
CTR_3.jpg,640,480,peach,162,282,196,315
CTR_3.jpg,640,480,peach,236,220,275,260
CTR_3.jpg,640,480,peach,378,234,412,271
CTR_3.jpg,640,480,peach,369,260,405,299
CTR_3.jpg,640,480,peach,479,51,522,96
CTR_3.jpg,640,480,peach,506,103,540,139
CTR_3.jpg,640,480,peach,500,141,532,175
CTR_3.jpg,640,480,peach,593,110,639,166
CTR_3.jpg,640,480,peach,374,425,401,449
CTR_3.jpg,640,480,peach,519,58,549,90
CTR_3.jpg,640,480,peach,422,446,462,480
CTR_220.jpg,640,480,peach,299,137,341,176
CTR_220.jpg,640,480,peach,178,443,205,471
CTR_220.jpg,640,480,peach,320,425,361,467
CTR_220.jpg,640,480,peach,326,393,366,434
CTR_220.jpg,640,480,peach,531,237,576,283
CTR_220.jpg,640,480,peach,564,273,605,321
CTR_220.jpg,640,480,peach,592,224,631,269
CTR_220.jpg,640,480,peach,598,291,639,332
CTR_220.jpg,640,480,peach,538,338,586,381
CTR_220.jpg,640,480,peach,612,210,640,255
CTR_220.jpg,640,480,peach,204,452,235,480
CTR_220.jpg,640,480,peach,345,287,378,329
CTR_265.jpg,480,640,peach,86,389,128,427
CTR_265.jpg,480,640,peach,209,243,243,277
CTR_265.jpg,480,640,peach,385,332,418,365
CTR_265.jpg,480,640,peach,470,327,505,354
CTR_265.jpg,480,640,peach,485,338,510,365
CTR_265.jpg,480,640,peach,237,174,268,210
CTR_85.jpg,640,480,peach,201,1,237,42
CTR_85.jpg,640,480,peach,189,79,221,109
CTR_85.jpg,640,480,peach,187,131,216,159
CTR_85.jpg,640,480,peach,212,187,245,214
CTR_85.jpg,640,480,peach,93,129,132,165
CTR_85.jpg,640,480,peach,161,277,191,308
CTR_85.jpg,640,480,peach,177,292,210,325
CTR_85.jpg,640,480,peach,216,260,248,292
CTR_85.jpg,640,480,peach,193,390,220,419
CTR_85.jpg,640,480,peach,124,360,160,398
CTR_85.jpg,640,480,peach,89,403,124,437
CTR_85.jpg,640,480,peach,92,285,127,321
CTR_85.jpg,640,480,peach,125,309,153,333
CTR_85.jpg,640,480,peach,136,250,163,280
CTR_85.jpg,640,480,peach,54,200,87,235
CTR_85.jpg,640,480,peach,23,80,48,109
CTR_85.jpg,640,480,peach,300,227,339,271
CTR_85.jpg,640,480,peach,329,245,365,288
CTR_85.jpg,640,480,peach,294,269,328,306
CTR_85.jpg,640,480,peach,314,293,347,330
CTR_85.jpg,640,480,peach,343,297,372,334
CTR_85.jpg,640,480,peach,353,321,384,362
CTR_85.jpg,640,480,peach,367,297,402,333
CTR_85.jpg,640,480,peach,326,446,358,479
CTR_85.jpg,640,480,peach,263,416,302,452
CTR_85.jpg,640,480,peach,392,422,423,455
CTR_85.jpg,640,480,peach,429,311,457,350
CTR_85.jpg,640,480,peach,516,311,547,348
CTR_85.jpg,640,480,peach,568,362,595,392
CTR_85.jpg,640,480,peach,582,381,605,409
CTR_85.jpg,640,480,peach,581,410,605,438
CTR_85.jpg,640,480,peach,597,197,629,225
CTR_85.jpg,640,480,peach,327,1,373,28
CTR_85.jpg,640,480,peach,322,12,358,53
CTR_51.jpg,640,481,peach,479,39,520,89
CTR_51.jpg,640,481,peach,530,113,576,166
CTR_51.jpg,640,481,peach,535,151,580,199
CTR_51.jpg,640,481,peach,543,175,588,219
CTR_51.jpg,640,481,peach,568,337,614,382
CTR_51.jpg,640,481,peach,527,361,568,405
CTR_51.jpg,640,481,peach,516,393,556,433
CTR_51.jpg,640,481,peach,557,418,600,464
CTR_51.jpg,640,481,peach,446,257,478,294
CTR_51.jpg,640,481,peach,17,223,53,258
CTR_51.jpg,640,481,peach,28,255,63,289
CTR_51.jpg,640,481,peach,4,246,38,279
CTR_51.jpg,640,481,peach,1,225,27,250
CTR_51.jpg,640,481,peach,45,344,72,374
CTR_51.jpg,640,481,peach,32,302,61,336
CTR_51.jpg,640,481,peach,345,154,387,200
CTR_51.jpg,640,481,peach,330,106,385,158
CTR_51.jpg,640,481,peach,84,25,123,58
CTR_51.jpg,640,481,peach,47,323,74,350
CTR_21.jpg,640,480,peach,52,65,95,110
CTR_21.jpg,640,480,peach,39,86,76,128
CTR_21.jpg,640,480,peach,18,151,42,180
CTR_21.jpg,640,480,peach,13,215,51,253
CTR_21.jpg,640,480,peach,49,234,82,271
CTR_21.jpg,640,480,peach,31,261,74,300
CTR_21.jpg,640,480,peach,539,23,565,50
CTR_21.jpg,640,480,peach,531,40,559,65
CTR_21.jpg,640,480,peach,554,43,576,68
CTR_21.jpg,640,480,peach,559,29,585,51
CTR_21.jpg,640,480,peach,534,63,559,90
CTR_21.jpg,640,480,peach,315,201,348,235
CTR_21.jpg,640,480,peach,142,432,167,457
CTR_21.jpg,640,480,peach,166,421,190,446
CTR_21.jpg,640,480,peach,217,380,243,411
CTR_21.jpg,640,480,peach,87,403,115,428
CTR_21.jpg,640,480,peach,26,178,60,206
CTR_21.jpg,640,480,peach,575,227,604,253
CTR_21.jpg,640,480,peach,616,1,640,26
CTR_21.jpg,640,480,peach,582,114,608,139
CTR_21.jpg,640,480,peach,504,214,533,241
CTR_21.jpg,640,480,peach,610,108,630,130
CTR_241.jpg,480,640,peach,298,444,341,479
CTR_241.jpg,480,640,peach,393,344,440,395
CTR_241.jpg,480,640,peach,317,283,350,317
CTR_241.jpg,480,640,peach,322,258,355,292
CTR_241.jpg,480,640,peach,383,229,424,276
CTR_241.jpg,480,640,peach,478,156,517,202
CTR_241.jpg,480,640,peach,537,162,574,202
CTR_241.jpg,480,640,peach,407,155,445,209
CTR_241.jpg,480,640,peach,352,120,391,159
CTR_241.jpg,480,640,peach,423,441,453,472
CTR_262.jpg,480,640,peach,484,31,527,82
CTR_262.jpg,480,640,peach,530,37,567,79
CTR_262.jpg,480,640,peach,401,394,435,430
CTR_262.jpg,480,640,peach,573,255,616,286
CTR_262.jpg,480,640,peach,305,316,335,348
CTR_275.jpg,640,481,peach,49,257,85,298
CTR_275.jpg,640,481,peach,108,194,147,234
CTR_275.jpg,640,481,peach,141,185,178,216
CTR_275.jpg,640,481,peach,136,278,170,319
CTR_275.jpg,640,481,peach,181,153,210,182
CTR_275.jpg,640,481,peach,177,236,205,273
CTR_275.jpg,640,481,peach,208,396,227,423
CTR_275.jpg,640,481,peach,168,438,203,470
CTR_275.jpg,640,481,peach,317,186,342,212
CTR_275.jpg,640,481,peach,320,216,346,244
CTR_275.jpg,640,481,peach,308,228,331,253
CTR_275.jpg,640,481,peach,412,386,434,412
CTR_275.jpg,640,481,peach,409,373,428,396
CTR_275.jpg,640,481,peach,449,231,470,255
CTR_275.jpg,640,481,peach,465,190,487,215
CTR_275.jpg,640,481,peach,428,90,454,118
CTR_275.jpg,640,481,peach,454,83,483,112
CTR_275.jpg,640,481,peach,468,57,492,83
CTR_275.jpg,640,481,peach,542,72,563,95
CTR_275.jpg,640,481,peach,560,92,589,119
CTR_275.jpg,640,481,peach,499,189,520,213
CTR_275.jpg,640,481,peach,533,170,558,196
CTR_275.jpg,640,481,peach,552,171,573,195
CTR_275.jpg,640,481,peach,565,180,590,204
CTR_275.jpg,640,481,peach,572,259,592,280
CTR_275.jpg,640,481,peach,599,103,624,134
CTR_275.jpg,640,481,peach,1,98,24,135
CTR_212.jpg,640,481,peach,159,127,196,161
CTR_212.jpg,640,481,peach,156,147,191,183
CTR_212.jpg,640,481,peach,186,206,216,234
CTR_212.jpg,640,481,peach,75,329,120,370
CTR_212.jpg,640,481,peach,201,299,234,339
CTR_212.jpg,640,481,peach,370,78,407,113
CTR_212.jpg,640,481,peach,446,107,494,155
CTR_212.jpg,640,481,peach,519,70,562,112
CTR_212.jpg,640,481,peach,501,172,548,218
CTR_212.jpg,640,481,peach,393,183,430,221
CTR_212.jpg,640,481,peach,405,228,446,266
CTR_212.jpg,640,481,peach,497,410,545,458
CTR_212.jpg,640,481,peach,377,441,406,466
CTR_212.jpg,640,481,peach,308,225,332,256
CTR_212.jpg,640,481,peach,273,410,294,441
CTR_212.jpg,640,481,peach,283,328,313,363
CTR_212.jpg,640,481,peach,387,461,411,481
CTR_212.jpg,640,481,peach,369,460,393,481
CTR_33.jpg,640,480,peach,407,386,431,411
CTR_33.jpg,640,480,peach,435,338,460,360
CTR_33.jpg,640,480,peach,366,432,387,455
CTR_33.jpg,640,480,peach,361,121,389,148
CTR_33.jpg,640,480,peach,306,43,334,70
CTR_33.jpg,640,480,peach,483,193,513,228
CTR_33.jpg,640,480,peach,507,200,537,230
CTR_33.jpg,640,480,peach,545,165,585,209
CTR_33.jpg,640,480,peach,584,157,616,195
CTR_33.jpg,640,480,peach,557,271,601,313
CTR_33.jpg,640,480,peach,565,314,607,354
CTR_33.jpg,640,480,peach,524,320,565,356
CTR_33.jpg,640,480,peach,444,404,463,427
CTR_33.jpg,640,480,peach,274,275,299,297
CTR_25.jpg,480,640,peach,44,249,68,271
CTR_25.jpg,480,640,peach,46,264,68,283
CTR_25.jpg,480,640,peach,305,339,327,359
CTR_25.jpg,480,640,peach,413,330,431,352
CTR_25.jpg,480,640,peach,428,330,446,349
CTR_25.jpg,480,640,peach,423,342,441,359
CTR_25.jpg,480,640,peach,371,348,392,369
CTR_25.jpg,480,640,peach,377,308,396,326
CTR_25.jpg,480,640,peach,390,303,409,323
CTR_126.jpg,480,640,peach,37,237,72,271
CTR_126.jpg,480,640,peach,25,311,60,348
CTR_126.jpg,480,640,peach,241,77,267,109
CTR_126.jpg,480,640,peach,220,103,252,137
CTR_126.jpg,480,640,peach,301,97,331,129
CTR_126.jpg,480,640,peach,312,119,345,151
CTR_126.jpg,480,640,peach,305,145,334,174
CTR_126.jpg,480,640,peach,317,160,351,197
CTR_126.jpg,480,640,peach,341,105,377,135
CTR_126.jpg,480,640,peach,247,187,279,218
CTR_126.jpg,480,640,peach,358,229,394,270
CTR_126.jpg,480,640,peach,297,294,329,328
CTR_126.jpg,480,640,peach,307,333,332,363
CTR_126.jpg,480,640,peach,350,345,371,383
CTR_126.jpg,480,640,peach,228,448,253,476
CTR_126.jpg,480,640,peach,417,4,449,41
CTR_126.jpg,480,640,peach,446,9,485,53
CTR_126.jpg,480,640,peach,529,70,550,92
CTR_126.jpg,480,640,peach,512,64,536,84
CTR_126.jpg,480,640,peach,389,396,411,416
CTR_60.jpg,640,480,peach,318,119,355,154
CTR_60.jpg,640,480,peach,214,193,255,231
CTR_60.jpg,640,480,peach,246,194,280,229
CTR_60.jpg,640,480,peach,119,190,143,221
CTR_60.jpg,640,480,peach,124,199,160,232
CTR_60.jpg,640,480,peach,186,333,228,371
CTR_60.jpg,640,480,peach,156,376,186,409
CTR_60.jpg,640,480,peach,363,437,396,472
CTR_60.jpg,640,480,peach,490,189,530,233
CTR_60.jpg,640,480,peach,563,237,592,267
CTR_60.jpg,640,480,peach,580,239,616,277
CTR_60.jpg,640,480,peach,597,224,630,259
CTR_60.jpg,640,480,peach,534,288,563,325
CTR_60.jpg,640,480,peach,531,324,563,354
CTR_60.jpg,640,480,peach,579,330,609,360
CTR_60.jpg,640,480,peach,591,351,619,381
CTR_60.jpg,640,480,peach,548,343,575,375
CTR_60.jpg,640,480,peach,19,28,61,70
CTR_60.jpg,640,480,peach,45,13,81,53
CTR_60.jpg,640,480,peach,580,451,617,480
CTR_60.jpg,640,480,peach,493,307,520,333
CTR_60.jpg,640,480,peach,491,330,513,353
CTR_53.jpg,640,480,peach,568,75,602,116
CTR_53.jpg,640,480,peach,438,187,478,228
CTR_53.jpg,640,480,peach,489,186,530,221
CTR_53.jpg,640,480,peach,550,231,590,266
CTR_53.jpg,640,480,peach,516,382,544,410
CTR_53.jpg,640,480,peach,483,290,507,316
CTR_53.jpg,640,480,peach,479,304,509,330
CTR_53.jpg,640,480,peach,457,420,490,444
CTR_53.jpg,640,480,peach,441,426,471,452
CTR_53.jpg,640,480,peach,535,77,570,118
CTR_53.jpg,640,480,peach,225,276,254,302
CTR_53.jpg,640,480,peach,211,259,236,280
CTR_53.jpg,640,480,peach,179,309,207,332
CTR_53.jpg,640,480,peach,183,347,205,369
CTR_53.jpg,640,480,peach,136,336,163,360
CTR_53.jpg,640,480,peach,150,330,174,351
CTR_53.jpg,640,480,peach,122,373,150,395
CTR_53.jpg,640,480,peach,22,450,48,470
CTR_53.jpg,640,480,peach,4,420,30,443
CTR_53.jpg,640,480,peach,76,329,98,353
CTR_53.jpg,640,480,peach,1,306,20,325
CTR_53.jpg,640,480,peach,147,190,167,209
CTR_53.jpg,640,480,peach,151,179,173,195
CTR_53.jpg,640,480,peach,557,283,583,311
CTR_53.jpg,640,480,peach,530,419,554,442
CTR_53.jpg,640,480,peach,212,294,234,313
CTR_53.jpg,640,480,peach,582,256,601,282
CTR_168.jpg,481,640,peach,10,404,28,430
CTR_168.jpg,481,640,peach,69,151,101,183
CTR_168.jpg,481,640,peach,52,162,82,190
CTR_168.jpg,481,640,peach,86,145,107,167
CTR_168.jpg,481,640,peach,167,236,189,261
CTR_168.jpg,481,640,peach,185,244,212,270
CTR_168.jpg,481,640,peach,173,258,198,284
CTR_168.jpg,481,640,peach,495,227,517,254
CTR_168.jpg,481,640,peach,567,386,620,440
CTR_168.jpg,481,640,peach,605,378,639,418
CTR_168.jpg,481,640,peach,577,431,625,476
CTR_168.jpg,481,640,peach,609,183,639,243
CTR_118.jpg,640,480,peach,79,433,108,461
CTR_118.jpg,640,480,peach,124,337,159,377
CTR_118.jpg,640,480,peach,107,258,142,294
CTR_118.jpg,640,480,peach,87,234,123,273
CTR_118.jpg,640,480,peach,131,216,157,249
CTR_118.jpg,640,480,peach,148,174,182,207
CTR_118.jpg,640,480,peach,246,130,286,172
CTR_118.jpg,640,480,peach,307,87,342,127
CTR_118.jpg,640,480,peach,297,95,324,129
CTR_118.jpg,640,480,peach,299,124,340,169
CTR_118.jpg,640,480,peach,331,121,374,166
CTR_118.jpg,640,480,peach,318,156,357,201
CTR_118.jpg,640,480,peach,290,158,327,203
CTR_118.jpg,640,480,peach,267,182,306,218
CTR_118.jpg,640,480,peach,246,205,276,240
CTR_118.jpg,640,480,peach,241,181,270,211
CTR_118.jpg,640,480,peach,342,194,384,241
CTR_118.jpg,640,480,peach,322,269,356,305
CTR_118.jpg,640,480,peach,281,310,317,345
CTR_118.jpg,640,480,peach,288,350,328,392
